# narrate replay uk100fut 2026-08-11 00:00:00+00:00 -> 2026-08-12 00:00:00+00:00 stack 1h/15min/1min (narrative-only=True)
# convention: bars stamped by CLOSE time; store/TradingView open-time stamp = close - TF
# state @ window start: 1h: phase=RANGING trend=-1 age=13 atr=16.7 close=10857.1 | 15min: phase=RANGING trend=+0 age=0 atr=3.9 close=10858.8; active hypotheses: none
timestamp_close_iso,timestamp_open_iso,marker_type,price_level,direction,segment,outcome,gate_branch,strength_trajectory,variant,entry,stop,exit
2026-08-11T10:27:00+00:00,2026-08-11T10:26:00+00:00,UPTHRUST_1min_OBSERVATIONAL,10865.1,SHORT,cash,SIGNATURE_MOMENT,,,narrate,,,
2026-08-11T10:29:00+00:00,2026-08-11T10:28:00+00:00,UPTHRUST_1min_OBSERVATIONAL,10864.6,SHORT,cash,SIGNATURE_MOMENT,,,narrate,,,
2026-08-11T15:47:00+00:00,2026-08-11T15:46:00+00:00,UPTHRUST_1min_OBSERVATIONAL,10857.8,SHORT,post_close,SIGNATURE_MOMENT,,,narrate,,,
# state @ window end: 1h: phase=RANGING trend=+0 age=0 atr=17.8 close=10831.8 | 15min: phase=RANGING trend=+0 age=0 atr=4.0 close=10833.3; active hypotheses: none
# end of window - uk100fut narrated through 2026-08-12 00:00Z
