time,open,high,low,close,volume,spread,vol_ok,lwall,ltime,ldate,in_cash,extreme
2024-08-19 13:00:00+00:00,40816.5,40938.6,40804.5,40885.1,32574,1.5,True,2024-08-19 14:00:00,14.0,2024-08-19,False,False
2024-08-19 14:00:00+00:00,40884.6,41024.1,40852.6,41007.6,35144,1.5,True,2024-08-19 15:00:00,15.0,2024-08-19,True,False
2024-08-19 15:00:00+00:00,41006.6,41011.1,40913.6,40946.1,21410,1.5,True,2024-08-19 16:00:00,16.0,2024-08-19,True,False
2024-08-19 16:00:00+00:00,40946.6,41051.6,40929.1,41032.1,16149,1.5,True,2024-08-19 17:00:00,17.0,2024-08-19,True,False
2024-08-19 17:00:00+00:00,41032.6,41035.1,40951.1,40965.6,12280,1.5,True,2024-08-19 18:00:00,18.0,2024-08-19,True,False
2024-08-19 18:00:00+00:00,40966.1,40997.1,40930.6,40988.6,14428,1.5,True,2024-08-19 19:00:00,19.0,2024-08-19,True,False
2024-08-19 19:00:00+00:00,40988.1,41025.6,40937.6,41024.1,19600,1.5,True,2024-08-19 20:00:00,20.0,2024-08-19,True,False
2024-08-19 20:00:00+00:00,41024.6,41028.6,40974.5,40987.5,3727,4.0,True,2024-08-19 21:00:00,21.0,2024-08-19,False,False
2024-08-19 22:00:00+00:00,41005.0,41033.5,40999.5,41015.0,1137,4.0,True,2024-08-19 23:00:00,23.0,2024-08-19,False,False
2024-08-19 23:00:00+00:00,41014.5,41018.5,41004.0,41009.0,519,4.0,True,2024-08-20 00:00:00,0.0,2024-08-20,False,False
2024-08-20 00:00:00+00:00,41009.5,41012.0,40991.0,41002.0,921,4.0,True,2024-08-20 01:00:00,1.0,2024-08-20,False,False
2024-08-20 01:00:00+00:00,41003.0,41016.0,40985.0,41013.0,1246,4.0,True,2024-08-20 02:00:00,2.0,2024-08-20,False,False
2024-08-20 02:00:00+00:00,41014.0,41035.0,41010.0,41034.0,998,4.0,True,2024-08-20 03:00:00,3.0,2024-08-20,False,False
2024-08-20 03:00:00+00:00,41033.5,41033.5,41001.5,41004.5,677,4.0,True,2024-08-20 04:00:00,4.0,2024-08-20,False,False
2024-08-20 04:00:00+00:00,41005.0,41021.5,41003.5,41020.0,726,4.0,True,2024-08-20 05:00:00,5.0,2024-08-20,False,False
2024-08-20 05:00:00+00:00,41019.0,41027.0,41015.5,41023.0,895,4.0,True,2024-08-20 06:00:00,6.0,2024-08-20,False,False
2024-08-20 06:00:00+00:00,41022.5,41063.5,41006.5,41062.0,1531,2.5,True,2024-08-20 07:00:00,7.0,2024-08-20,False,False
2024-08-20 07:00:00+00:00,41062.5,41084.5,41052.0,41074.5,2847,2.5,True,2024-08-20 08:00:00,8.0,2024-08-20,False,False
2024-08-20 08:00:00+00:00,41074.0,41074.0,40989.0,41031.0,2997,2.5,True,2024-08-20 09:00:00,9.0,2024-08-20,False,False
2024-08-20 09:00:00+00:00,41031.5,41038.0,41000.0,41004.0,1836,2.5,True,2024-08-20 10:00:00,10.0,2024-08-20,False,False
2024-08-20 10:00:00+00:00,41003.5,41024.5,40987.5,41010.0,1920,2.5,True,2024-08-20 11:00:00,11.0,2024-08-20,False,False
2024-08-20 11:00:00+00:00,41010.5,41019.5,40995.5,41007.0,1733,2.5,True,2024-08-20 12:00:00,12.0,2024-08-20,False,False
2024-08-20 12:00:00+00:00,41007.5,41015.5,40972.5,40987.5,2364,2.5,True,2024-08-20 13:00:00,13.0,2024-08-20,False,False
2024-08-20 13:00:00+00:00,40988.0,41027.6,40915.6,40981.1,25935,1.5,True,2024-08-20 14:00:00,14.0,2024-08-20,False,False
2024-08-20 14:00:00+00:00,40981.6,41014.6,40921.6,40966.6,45858,1.5,True,2024-08-20 15:00:00,15.0,2024-08-20,True,False
2024-08-20 15:00:00+00:00,40966.1,40992.6,40875.6,40983.1,28734,1.5,True,2024-08-20 16:00:00,16.0,2024-08-20,True,False
2024-08-20 16:00:00+00:00,40983.6,40998.6,40929.1,40959.1,16787,1.5,True,2024-08-20 17:00:00,17.0,2024-08-20,True,False
2024-08-20 17:00:00+00:00,40959.6,40971.1,40904.1,40946.6,21742,1.5,True,2024-08-20 18:00:00,18.0,2024-08-20,True,False
2024-08-20 18:00:00+00:00,40946.1,41040.1,40942.6,40959.1,16599,1.5,True,2024-08-20 19:00:00,19.0,2024-08-20,True,False
2024-08-20 19:00:00+00:00,40959.6,40975.1,40916.1,40953.6,20352,1.5,True,2024-08-20 20:00:00,20.0,2024-08-20,True,False
2024-08-20 20:00:00+00:00,40953.1,40990.5,40950.5,40966.0,2982,4.0,True,2024-08-20 21:00:00,21.0,2024-08-20,False,False
2024-08-20 22:00:00+00:00,40964.5,40976.0,40950.0,40970.0,874,4.0,True,2024-08-20 23:00:00,23.0,2024-08-20,False,False
2024-08-20 23:00:00+00:00,40971.0,40987.0,40966.5,40980.0,801,4.0,True,2024-08-21 00:00:00,0.0,2024-08-21,False,False
2024-08-21 00:00:00+00:00,40979.5,41010.0,40978.0,41004.0,1400,4.0,True,2024-08-21 01:00:00,1.0,2024-08-21,False,False
2024-08-21 01:00:00+00:00,41003.0,41005.5,40978.0,40984.0,1401,4.0,True,2024-08-21 02:00:00,2.0,2024-08-21,False,False
