time,open,high,low,close,volume,n_bars,cash_frac,spread,vol_ok,lwall,ltime,ldate,in_cash,extreme
2024-08-04 22:00:00+00:00,18217.5,18267.5,18050.3,18061.3,19407,3,0.0,1.5,True,2024-08-04 23:00:00,23.0,2024-08-04,False,False
2024-08-05 01:00:00+00:00,18061.1,18066.3,17778.3,17787.6,25565,4,0.0,1.5,True,2024-08-05 02:00:00,2.0,2024-08-05,False,False
2024-08-05 05:00:00+00:00,17788.5,17876.5,17243.5,17716.8,44323,4,0.0,1.4249999999992724,True,2024-08-05 06:00:00,6.0,2024-08-05,False,False
2024-08-05 09:00:00+00:00,17717.3,17774.4,17251.8,17423.0,44230,4,0.0,1.3999999999996362,True,2024-08-05 10:00:00,10.0,2024-08-05,False,False
2024-08-05 13:00:00+00:00,17418.0,18173.7,17397.1,17926.1,92391,4,0.75,0.8999999999996362,True,2024-08-05 14:00:00,14.0,2024-08-05,False,False
2024-08-05 17:00:00+00:00,17926.8,18056.0,17780.4,18028.3,95150,4,0.75,1.050000000000182,True,2024-08-05 18:00:00,18.0,2024-08-05,True,False
2024-08-05 22:00:00+00:00,18055.1,18227.3,18055.1,18224.4,22610,3,0.0,1.5,True,2024-08-05 23:00:00,23.0,2024-08-05,False,False
2024-08-06 01:00:00+00:00,18225.3,18324.1,18197.0,18221.0,29274,4,0.0,1.5,True,2024-08-06 02:00:00,2.0,2024-08-06,False,False
2024-08-06 05:00:00+00:00,18222.1,18263.6,18016.6,18057.2,40161,4,0.0,1.4250000000010914,True,2024-08-06 06:00:00,6.0,2024-08-06,False,False
2024-08-06 09:00:00+00:00,18057.3,18141.2,17906.3,17972.0,42384,4,0.0,1.3999999999996362,True,2024-08-06 10:00:00,10.0,2024-08-06,False,False
2024-08-06 13:00:00+00:00,17971.6,18335.2,17855.4,18316.3,103832,4,0.75,0.9000000000005457,True,2024-08-06 14:00:00,14.0,2024-08-06,False,False
2024-08-06 17:00:00+00:00,18317.3,18370.8,17960.3,17992.0,94222,4,0.75,1.050000000000182,True,2024-08-06 18:00:00,18.0,2024-08-06,True,False
2024-08-06 22:00:00+00:00,17924.8,18083.8,17921.6,18058.1,21823,3,0.0,1.5,True,2024-08-06 23:00:00,23.0,2024-08-06,False,False
2024-08-07 01:00:00+00:00,18057.8,18328.4,18033.8,18290.8,32660,4,0.0,1.5,True,2024-08-07 02:00:00,2.0,2024-08-07,False,False
2024-08-07 05:00:00+00:00,18290.9,18297.4,18112.2,18288.6,39180,4,0.0,1.4249999999992724,True,2024-08-07 06:00:00,6.0,2024-08-07,False,False
2024-08-07 09:00:00+00:00,18288.4,18352.4,18263.9,18323.8,40507,4,0.0,1.4000000000005457,True,2024-08-07 10:00:00,10.0,2024-08-07,False,False
2024-08-07 13:00:00+00:00,18321.8,18449.8,18152.2,18174.7,102373,4,0.75,0.8999999999996362,True,2024-08-07 14:00:00,14.0,2024-08-07,False,False
2024-08-07 17:00:00+00:00,18174.2,18189.3,17729.2,17750.4,95319,4,0.75,1.050000000000182,True,2024-08-07 18:00:00,18.0,2024-08-07,True,False
2024-08-07 22:00:00+00:00,17768.3,17836.7,17643.7,17802.8,24525,3,0.0,1.5,True,2024-08-07 23:00:00,23.0,2024-08-07,False,False
2024-08-08 01:00:00+00:00,17802.7,17973.4,17789.9,17886.7,30839,4,0.0,1.5,True,2024-08-08 02:00:00,2.0,2024-08-08,False,False
2024-08-08 05:00:00+00:00,17886.6,17950.8,17776.6,17894.3,35335,4,0.0,1.4250000000010914,True,2024-08-08 06:00:00,6.0,2024-08-08,False,False
2024-08-08 09:00:00+00:00,17894.2,18100.5,17809.0,18052.2,34589,4,0.0,1.4000000000005457,True,2024-08-08 10:00:00,10.0,2024-08-08,False,False
2024-08-08 13:00:00+00:00,18055.3,18364.2,17962.0,18300.9,101910,4,0.75,0.9000000000005457,True,2024-08-08 14:00:00,14.0,2024-08-08,False,False
2024-08-08 17:00:00+00:00,18300.6,18485.2,18252.1,18452.2,84777,4,0.75,1.049999999998363,True,2024-08-08 18:00:00,18.0,2024-08-08,True,False
2024-08-08 22:00:00+00:00,18442.9,18515.7,18389.7,18419.0,20638,3,0.0,1.5,True,2024-08-08 23:00:00,23.0,2024-08-08,False,False
2024-08-09 01:00:00+00:00,18418.5,18493.9,18332.1,18357.2,27388,4,0.0,1.5,True,2024-08-09 02:00:00,2.0,2024-08-09,False,False
2024-08-09 05:00:00+00:00,18357.1,18552.4,18337.0,18537.9,38190,4,0.0,1.4249999999992724,True,2024-08-09 06:00:00,6.0,2024-08-09,False,False
2024-08-09 09:00:00+00:00,18537.6,18547.0,18284.5,18325.0,40049,4,0.0,1.3999999999996362,True,2024-08-09 10:00:00,10.0,2024-08-09,False,False
2024-08-09 13:00:00+00:00,18324.9,18482.1,18306.2,18431.8,99460,4,0.75,0.9000000000005457,True,2024-08-09 14:00:00,14.0,2024-08-09,False,False
2024-08-09 17:00:00+00:00,18429.9,18573.7,18422.4,18502.6,74248,4,0.75,1.0499999999992724,True,2024-08-09 18:00:00,18.0,2024-08-09,True,False
2024-08-11 22:00:00+00:00,18530.8,18555.6,18414.7,18505.4,15141,3,0.0,1.5,True,2024-08-11 23:00:00,23.0,2024-08-11,False,False
2024-08-12 01:00:00+00:00,18503.8,18565.4,18484.7,18546.9,14742,4,0.0,1.5,True,2024-08-12 02:00:00,2.0,2024-08-12,False,False
2024-08-12 05:00:00+00:00,18546.8,18588.6,18502.8,18532.9,22244,4,0.0,1.424999999998363,True,2024-08-12 06:00:00,6.0,2024-08-12,False,False
2024-08-12 09:00:00+00:00,18533.4,18591.7,18526.4,18560.2,20487,4,0.0,1.4000000000014552,True,2024-08-12 10:00:00,10.0,2024-08-12,False,False
2024-08-12 13:00:00+00:00,18559.9,18666.1,18424.6,18527.2,94102,4,0.75,0.8999999999996362,True,2024-08-12 14:00:00,14.0,2024-08-12,False,False
2024-08-12 17:00:00+00:00,18525.8,18593.3,18485.1,18529.5,72958,4,0.75,1.0499999999992724,True,2024-08-12 18:00:00,18.0,2024-08-12,True,False
