time,open,high,low,close,volume,n_bars,cash_frac,spread,vol_ok,lwall,ltime,ldate,in_cash,extreme
2024-08-04 22:00:00+00:00,5300.5,5314.75,5256.38,5273.13,45553,4,0.0,0.4499999999998181,True,2024-08-04 23:00:00,23.0,2024-08-04,False,False
2024-08-05 02:00:00+00:00,5273.25,5283.88,5174.5,5190.88,43165,4,0.0,0.4500000000000455,True,2024-08-05 03:00:00,3.0,2024-08-05,False,False
2024-08-05 06:00:00+00:00,5190.75,5247.38,5170.13,5213.88,60265,4,0.0,0.3999999999996362,True,2024-08-05 07:00:00,7.0,2024-08-05,False,False
2024-08-05 10:00:00+00:00,5213.75,5215.25,5089.88,5165.63,154189,4,0.0,0.3749999999997726,True,2024-08-05 11:00:00,11.0,2024-08-05,False,False
2024-08-05 14:00:00+00:00,5166.5,5250.97,5159.63,5206.05,254659,4,1.0,0.3000000000001819,True,2024-08-05 15:00:00,15.0,2024-08-05,True,False
2024-08-05 18:00:00+00:00,5206.3,5221.62,5164.2,5218.51,107409,3,0.6666666666666666,0.35000000000006065,True,2024-08-05 19:00:00,19.0,2024-08-05,True,False
2024-08-05 22:00:00+00:00,5221.04,5276.3,5221.04,5262.63,24622,4,0.0,0.4500000000000455,True,2024-08-05 23:00:00,23.0,2024-08-05,False,False
2024-08-06 02:00:00+00:00,5262.39,5273.48,5241.06,5263.12,21322,4,0.0,0.4500000000000455,True,2024-08-06 03:00:00,3.0,2024-08-06,False,False
2024-08-06 06:00:00+00:00,5262.99,5267.32,5199.52,5210.88,36155,4,0.0,0.3999999999998636,True,2024-08-06 07:00:00,7.0,2024-08-06,False,False
2024-08-06 10:00:00+00:00,5211.0,5247.26,5193.72,5233.85,76576,4,0.0,0.3750000000002274,True,2024-08-06 11:00:00,11.0,2024-08-06,False,False
2024-08-06 14:00:00+00:00,5233.98,5299.62,5226.67,5294.45,168795,4,1.0,0.3000000000001819,True,2024-08-06 15:00:00,15.0,2024-08-06,True,False
2024-08-06 18:00:00+00:00,5294.33,5313.23,5210.75,5221.2,82247,3,0.6666666666666666,0.3500000000003638,True,2024-08-06 19:00:00,19.0,2024-08-06,True,False
2024-08-06 22:00:00+00:00,5213.81,5261.5,5209.22,5260.25,22907,4,0.0,0.4500000000000455,True,2024-08-06 23:00:00,23.0,2024-08-06,False,False
2024-08-07 02:00:00+00:00,5260.0,5291.07,5254.42,5274.83,20732,4,0.0,0.45000000000027285,True,2024-08-07 03:00:00,3.0,2024-08-07,False,False
