time,open,high,low,close,volume,n_bars,cash_frac,spread,vol_ok,lwall,ltime,ldate,in_cash,extreme
2024-08-04 22:00:00+00:00,18217.5,18267.5,17955.1,18016.5,27415,4,0.0,1.5,True,2024-08-04 23:00:00,23.0,2024-08-04,False,False
2024-08-05 02:00:00+00:00,18016.6,18063.1,17243.5,17434.9,29236,4,0.0,1.5,True,2024-08-05 03:00:00,3.0,2024-08-05,False,False
2024-08-05 06:00:00+00:00,17434.5,17876.5,17350.9,17702.6,41377,4,0.0,1.3999999999987267,True,2024-08-05 07:00:00,7.0,2024-08-05,False,False
2024-08-05 10:00:00+00:00,17702.8,17839.6,17251.8,17773.6,52492,4,0.0,1.2750000000005457,True,2024-08-05 11:00:00,11.0,2024-08-05,False,False
2024-08-05 14:00:00+00:00,17787.9,18173.7,17740.7,17964.0,100568,4,1.0,0.8999999999996362,True,2024-08-05 15:00:00,15.0,2024-08-05,True,False
2024-08-05 18:00:00+00:00,17965.7,18056.0,17780.4,18028.3,69978,3,0.6666666666666666,1.0999999999997574,True,2024-08-05 19:00:00,19.0,2024-08-05,True,False
2024-08-05 22:00:00+00:00,18055.1,18324.1,18055.1,18258.2,33329,4,0.0,1.5,True,2024-08-05 23:00:00,23.0,2024-08-05,False,False
2024-08-06 02:00:00+00:00,18257.3,18311.3,18120.8,18231.8,29221,4,0.0,1.5,True,2024-08-06 03:00:00,3.0,2024-08-06,False,False
2024-08-06 06:00:00+00:00,18231.7,18253.2,17906.3,17977.0,40131,4,0.0,1.4000000000014552,True,2024-08-06 07:00:00,7.0,2024-08-06,False,False
2024-08-06 10:00:00+00:00,17976.6,18141.2,17855.4,18028.5,53618,4,0.0,1.2749999999996362,True,2024-08-06 11:00:00,11.0,2024-08-06,False,False
2024-08-06 14:00:00+00:00,18026.5,18338.8,17989.8,18308.8,107259,4,1.0,0.9000000000005457,True,2024-08-06 15:00:00,15.0,2024-08-06,True,False
2024-08-06 18:00:00+00:00,18308.7,18370.8,17960.3,17992.0,68925,3,0.6666666666666666,1.0999999999997574,True,2024-08-06 19:00:00,19.0,2024-08-06,True,False
2024-08-06 22:00:00+00:00,17924.8,18207.3,17921.6,18181.7,32544,4,0.0,1.5,True,2024-08-06 23:00:00,23.0,2024-08-06,False,False
2024-08-07 02:00:00+00:00,18181.6,18328.4,18143.6,18219.8,31140,4,0.0,1.5,True,2024-08-07 03:00:00,3.0,2024-08-07,False,False
2024-08-07 06:00:00+00:00,18219.9,18336.6,18112.2,18302.2,40219,4,0.0,1.3999999999996362,True,2024-08-07 07:00:00,7.0,2024-08-07,False,False
2024-08-07 10:00:00+00:00,18301.3,18449.8,18270.3,18412.6,51297,4,0.0,1.2750000000005457,True,2024-08-07 11:00:00,11.0,2024-08-07,False,False
2024-08-07 14:00:00+00:00,18412.9,18448.4,17987.2,18010.2,108119,4,1.0,0.8999999999987267,True,2024-08-07 15:00:00,15.0,2024-08-07,True,False
2024-08-07 18:00:00+00:00,18009.7,18038.7,17729.2,17750.4,68543,3,0.6666666666666666,1.1000000000009702,True,2024-08-07 19:00:00,19.0,2024-08-07,True,False
2024-08-07 22:00:00+00:00,17768.3,17883.3,17643.7,17874.1,31840,4,0.0,1.5,True,2024-08-07 23:00:00,23.0,2024-08-07,False,False
2024-08-08 02:00:00+00:00,17873.8,17973.4,17824.8,17834.0,31034,4,0.0,1.5,True,2024-08-08 03:00:00,3.0,2024-08-08,False,False
2024-08-08 06:00:00+00:00,17833.2,17950.8,17776.6,17837.5,35475,4,0.0,1.4000000000014552,True,2024-08-08 07:00:00,7.0,2024-08-08,False,False
2024-08-08 10:00:00+00:00,17837.6,18149.1,17816.7,18105.1,49980,4,0.0,1.2750000000005457,True,2024-08-08 11:00:00,11.0,2024-08-08,False,False
2024-08-08 14:00:00+00:00,18105.7,18425.4,18086.8,18407.7,102689,4,1.0,0.8999999999996362,True,2024-08-08 15:00:00,15.0,2024-08-08,True,False
2024-08-08 18:00:00+00:00,18407.6,18485.2,18297.8,18452.2,60957,3,0.6666666666666666,1.0999999999985448,True,2024-08-08 19:00:00,19.0,2024-08-08,True,False
2024-08-08 22:00:00+00:00,18442.9,18515.7,18389.7,18442.5,29997,4,0.0,1.5,True,2024-08-08 23:00:00,23.0,2024-08-08,False,False
2024-08-09 02:00:00+00:00,18442.7,18493.9,18332.1,18414.0,27056,4,0.0,1.5,True,2024-08-09 03:00:00,3.0,2024-08-09,False,False
2024-08-09 06:00:00+00:00,18414.1,18552.4,18393.4,18516.0,37067,4,0.0,1.3999999999996362,True,2024-08-09 07:00:00,7.0,2024-08-09,False,False
