time,open,high,low,close,volume
2024-08-04 22:00:00+00:00,17542.0,17618.7,17535.3,17588.8,3940
2024-08-04 23:00:00+00:00,17589.2,17592.8,17516.0,17552.9,5056
2024-08-05 00:00:00+00:00,17550.8,17577.2,17512.3,17546.3,3194
2024-08-05 01:00:00+00:00,17545.8,17571.8,17491.3,17560.8,2461
2024-08-05 02:00:00+00:00,17560.3,17649.8,17540.8,17593.8,2027
2024-08-05 03:00:00+00:00,17595.8,17606.8,17538.8,17539.3,1049
2024-08-05 04:00:00+00:00,17538.8,17546.3,17432.8,17433.3,1531
2024-08-05 05:00:00+00:00,17429.8,17459.3,17199.3,17225.3,3294
2024-08-05 06:00:00+00:00,17227.8,17347.3,17203.3,17208.8,7183
2024-08-05 07:00:00+00:00,17207.9,17315.7,17088.9,17257.7,13641
2024-08-05 08:00:00+00:00,17257.2,17321.2,17220.7,17255.2,11267
2024-08-05 09:00:00+00:00,17254.7,17290.7,17167.7,17242.2,8781
2024-08-05 10:00:00+00:00,17242.7,17258.2,17146.2,17200.2,7244
2024-08-05 11:00:00+00:00,17202.2,17222.7,17063.2,17081.7,7851
2024-08-05 12:00:00+00:00,17081.2,17107.7,17020.2,17084.4,11011
2024-08-05 13:00:00+00:00,17077.9,17258.9,17068.4,17220.4,11720
2024-08-05 14:00:00+00:00,17221.9,17335.9,17221.9,17247.4,16409
2024-08-05 15:00:00+00:00,17250.9,17369.8,17217.9,17327.3,11502
2024-08-05 16:00:00+00:00,17327.8,17422.3,17314.8,17321.3,8699
2024-08-05 17:00:00+00:00,17321.8,17393.8,17306.8,17353.8,6013
2024-08-05 18:00:00+00:00,17354.3,17382.8,17319.8,17320.8,7524
2024-08-05 19:00:00+00:00,17321.3,17344.8,17312.8,17332.8,6975
2024-08-05 20:00:00+00:00,17327.8,17404.9,17308.6,17400.1,3415
2024-08-05 22:00:00+00:00,17412.3,17478.2,17406.6,17445.6,3783
2024-08-05 23:00:00+00:00,17445.2,17486.7,17431.9,17481.2,3279
2024-08-06 00:00:00+00:00,17486.2,17535.6,17419.1,17532.6,2925
2024-08-06 01:00:00+00:00,17532.1,17562.6,17413.6,17468.1,1751
2024-08-06 02:00:00+00:00,17473.1,17487.1,17417.6,17443.6,981
2024-08-06 03:00:00+00:00,17444.1,17535.1,17444.1,17500.6,795
2024-08-06 04:00:00+00:00,17501.1,17503.1,17456.6,17467.6,752
2024-08-06 05:00:00+00:00,17468.1,17526.1,17411.1,17488.6,1851
2024-08-06 06:00:00+00:00,17490.6,17569.1,17412.1,17449.1,5186
2024-08-06 07:00:00+00:00,17444.2,17506.7,17279.7,17434.2,10754
2024-08-06 08:00:00+00:00,17431.2,17440.8,17328.8,17357.4,8140
2024-08-06 09:00:00+00:00,17356.4,17356.4,17260.4,17317.9,7410
2024-08-06 10:00:00+00:00,17318.4,17370.4,17285.9,17345.4,6522
2024-08-06 11:00:00+00:00,17346.9,17385.4,17286.4,17334.9,5928
2024-08-06 12:00:00+00:00,17335.4,17343.9,17229.4,17247.4,6866
2024-08-06 13:00:00+00:00,17249.4,17353.9,17237.4,17340.4,12422
2024-08-06 14:00:00+00:00,17336.4,17433.4,17295.4,17398.4,11617
2024-08-06 15:00:00+00:00,17397.9,17415.4,17309.3,17372.3,9631
2024-08-06 16:00:00+00:00,17373.3,17415.8,17363.3,17406.3,6098
2024-08-06 17:00:00+00:00,17406.8,17426.8,17388.8,17416.3,4950
2024-08-06 18:00:00+00:00,17416.8,17461.3,17398.8,17417.3,4072
2024-08-06 19:00:00+00:00,17416.8,17428.8,17359.3,17366.8,7860
2024-08-06 20:00:00+00:00,17362.4,17376.6,17267.9,17304.7,4150
2024-08-06 22:00:00+00:00,17292.9,17348.0,17283.8,17302.0,3030
2024-08-06 23:00:00+00:00,17302.4,17319.4,17275.6,17288.2,2807
2024-08-07 00:00:00+00:00,17289.0,17400.1,17281.2,17386.6,3170
2024-08-07 01:00:00+00:00,17386.1,17502.1,17370.1,17491.6,1171
2024-08-07 02:00:00+00:00,17492.1,17531.6,17470.1,17492.1,1311
2024-08-07 03:00:00+00:00,17492.6,17548.1,17483.1,17532.6,1168
2024-08-07 04:00:00+00:00,17533.6,17557.1,17529.6,17546.1,915
2024-08-07 05:00:00+00:00,17546.6,17549.6,17483.1,17489.1,1400
2024-08-07 06:00:00+00:00,17491.1,17498.1,17380.1,17436.1,3904
2024-08-07 07:00:00+00:00,17436.7,17489.1,17384.7,17474.1,8463
2024-08-07 08:00:00+00:00,17474.6,17556.1,17455.6,17555.1,5776
2024-08-07 09:00:00+00:00,17556.1,17592.1,17530.1,17569.1,5044
2024-08-07 10:00:00+00:00,17570.1,17604.1,17559.1,17591.1,3599
2024-08-07 11:00:00+00:00,17590.1,17598.1,17537.6,17542.1,3738
2024-08-07 12:00:00+00:00,17543.1,17575.6,17510.6,17573.6,3528
2024-08-07 13:00:00+00:00,17572.6,17656.6,17565.6,17651.6,6899
2024-08-07 14:00:00+00:00,17652.6,17670.8,17598.8,17648.8,10152
2024-08-07 15:00:00+00:00,17649.3,17651.3,17562.7,17601.7,8766
2024-08-07 16:00:00+00:00,17602.7,17612.2,17535.7,17545.2,7939
2024-08-07 17:00:00+00:00,17544.2,17553.2,17465.2,17481.7,8412
2024-08-07 18:00:00+00:00,17480.2,17483.2,17408.7,17423.7,8860
2024-08-07 19:00:00+00:00,17423.2,17472.7,17416.2,17426.2,8831
2024-08-07 20:00:00+00:00,17424.9,17437.6,17325.9,17345.0,2521
2024-08-07 22:00:00+00:00,17380.6,17412.1,17359.1,17389.3,3373
2024-08-07 23:00:00+00:00,17388.9,17394.0,17261.4,17339.2,4143
2024-08-08 00:00:00+00:00,17340.1,17430.0,17328.3,17397.0,2688
2024-08-08 01:00:00+00:00,17397.5,17438.0,17391.0,17433.0,852
2024-08-08 02:00:00+00:00,17433.5,17490.0,17433.0,17489.0,500
2024-08-08 03:00:00+00:00,17490.0,17504.0,17463.0,17475.5,630
2024-08-08 04:00:00+00:00,17476.0,17480.0,17420.5,17447.5,1201
2024-08-08 05:00:00+00:00,17448.0,17530.0,17438.0,17501.0,1692
2024-08-08 06:00:00+00:00,17503.0,17586.0,17488.5,17541.0,4340
2024-08-08 07:00:00+00:00,17542.1,17554.6,17436.1,17511.0,9248
2024-08-08 08:00:00+00:00,17510.0,17555.0,17465.5,17545.0,5668
2024-08-08 09:00:00+00:00,17545.5,17555.0,17455.0,17481.0,4276
2024-08-08 10:00:00+00:00,17481.5,17527.5,17477.5,17491.0,3801
2024-08-08 11:00:00+00:00,17491.5,17538.5,17467.0,17536.9,3429
2024-08-08 12:00:00+00:00,17538.4,17603.4,17489.4,17572.9,6915
2024-08-08 13:00:00+00:00,17573.4,17633.4,17564.9,17603.9,10519
2024-08-08 14:00:00+00:00,17605.4,17689.0,17595.4,17687.5,9541
2024-08-08 15:00:00+00:00,17688.0,17700.5,17641.5,17677.9,8248
2024-08-08 16:00:00+00:00,17677.4,17695.9,17648.4,17666.9,5325
2024-08-08 17:00:00+00:00,17667.4,17702.4,17646.4,17692.9,4959
2024-08-08 18:00:00+00:00,17692.4,17729.4,17687.9,17710.9,4108
2024-08-08 19:00:00+00:00,17710.4,17723.4,17679.4,17718.4,6201
2024-08-08 20:00:00+00:00,17719.7,17744.4,17716.1,17730.8,2126
2024-08-08 22:00:00+00:00,17724.4,17737.6,17710.7,17725.6,1782
2024-08-08 23:00:00+00:00,17725.9,17754.4,17717.4,17741.7,2570
2024-08-09 00:00:00+00:00,17741.4,17741.4,17661.7,17697.2,2696
2024-08-09 01:00:00+00:00,17696.7,17719.2,17681.7,17707.7,825
2024-08-09 02:00:00+00:00,17708.2,17753.7,17695.7,17753.7,632
